Transaction_Text,Label
Fixed deposit investment | Ref:6c0775a9 | Amount: INR 36704.04,Investment
ONLINE General income credit PAYMENT,Income
UPI Misc expense payment,Other
PAYTM General credit to account,Income
ONLINE Electricity bill payment PAYMENT,Bills
ONLINE Reliance Fresh supermarket payment,Groceries
SBI car loan EMI | Ref:4e560e9e | Amount: INR 22644.91,EMI
PAYTM General payment PAYMENT,Other
Zerodha stock purchase | Ref:fd62676e | Amount: INR 19576.57,Investment
ONLINE Jio mobile recharge TRANSACTION,Bills
BookMyShow movie ticket,Entertainment
PHONEPE Shell fuel payment TRANSACTION,Petrol
UPI Clinic payment TRANSACTION,Medical
GPAY Disney Hotstar subscription TRANSACTION,Entertainment
Petrol pump fuel payment | Ref:e0df3360 | Amount: INR 37097.76,Petrol
SBI car loan EMI | Ref:e88787a1 | Amount: INR 33899.56,EMI
Ola cab fare | Ref:4df6486c | Amount: INR 368.58,Transport
ONLINE Clinic payment PURCHASE,Medical
POS Coaching institute UPI,Studies
GPAY Clinic payment TRANSACTION,Medical
Zerodha stock purchase | Ref:791190c8 | Amount: INR 34000.76,Investment
McDonald's meal payment | Ref:b05f1b00 | Amount: INR 33588.76,Food
BPCL petrol station transaction TRANSACTION,Petrol
POS Other transaction UPI,Other
GPAY Supermarket grocery purchase ONLINE,Groceries
Hospital bill payment,Medical
PHONEPE Monthly rent transfer PAYMENT,Rent
Ola cab fare | Ref:3d1954ff | Amount: INR 23634.84,Transport
GPAY Mithran Super Stores purchase,Groceries
IKEA furniture shopping | Ref:25fff33f | Amount: INR 6606.04,Shopping
BANK Salary credited ONLINE,Salary
SBI car loan EMI | Ref:a081cff4 | Amount: INR 47177.98,EMI
PAYTM Provision store payment PURCHASE,Groceries
UPI Unknown merchant payment PAYMENT,Other
Utility bill payment,Bills
GPAY Rapido bike ride PAYMENT,Transport
Mobile bill payment ONLINE,Bills
UPI Personal UPI transfer PURCHASE,Personal Transfer
POS Disney Hotstar subscription,Entertainment
Zerodha stock purchase | Ref:4814f019 | Amount: INR 19863.88,Investment
Restaurant dining at | Ref:88d89459 | Amount: INR 43107.24,Food
RedBus bus ticket | Ref:ebae9d1b | Amount: INR 9522.57,Transport
HPCL petrol payment ONLINE,Petrol
Ola cab fare | Ref:e2a6d1e0 | Amount: INR 3904.4,Transport
BANK Jio mobile recharge TRANSACTION,Bills
Miscellaneous expense PAYMENT,Other
IKEA furniture shopping | Ref:920fc5df | Amount: INR 15647.01,Shopping
Reliance Digital purchase | Ref:a52b609a | Amount: INR 18772.09,Shopping
BANK Cash deposit credit,Income
House rent payment PAYMENT,Rent
Monthly loan installment ONLINE,EMI
ONLINE Monthly rent transfer ONLINE,Rent
Reliance Digital purchase | Ref:83f98852 | Amount: INR 5685.5,Shopping
PAYTM HPCL petrol payment UPI,Petrol
POS Room rent August PURCHASE,Rent
McDonald's meal payment | Ref:4ab0b96c | Amount: INR 32882.33,Food
GPAY Gaming purchase PAYMENT,Entertainment
PHONEPE Employer salary payment PAYMENT,Salary
UPI University tuition fee ONLINE,Studies
POS BigBasket grocery order TRANSACTION,Groceries
ONLINE Commission received,Income
Room rent August PURCHASE,Rent
Swiggy order payment | Ref:e9293556 | Amount: INR 4518.8,Food
GPAY Disney Hotstar subscription,Entertainment
PHONEPE Rapido bike ride ONLINE,Transport
PAYTM HPCL petrol payment UPI,Petrol
POS Unknown merchant payment ONLINE,Other
GPAY Internet broadband bill UPI,Bills
Groww ETF investment | Ref:9b6382ea | Amount: INR 9368.43,Investment
Commission received TRANSACTION,Income
Grocery purchase at Big Bazaar | Ref:cbdd0a00 | Amount: INR 40069.22,Food
Gas bill payment,Bills
POS General income credit PAYMENT,Income
UPI Miscellaneous expense UPI,Other
SBI car loan EMI | Ref:21974613 | Amount: INR 37898.96,EMI
UPI Electricity bill payment ONLINE,Bills
Credit card EMI installment | Ref:65c6ce35 | Amount: INR 48714.22,EMI
IndiGo flight ticket | Ref:b6c35a15 | Amount: INR 40864.48,Transport
Uber cab payment,Transport
BANK Hospital bill payment PURCHASE,Medical
POS BookMyShow movie ticket PAYMENT,Entertainment
Reliance Digital purchase | Ref:fd572945 | Amount: INR 22043.91,Shopping
Petrol pump fuel payment | Ref:675bc419 | Amount: INR 32239.5,Petrol
PHONEPE Blinkit grocery payment UPI,Groceries
IndiGo flight ticket | Ref:9602d89e | Amount: INR 24471.23,Transport
Grocery purchase at Big Bazaar | Ref:156c5f44 | Amount: INR 26027.88,Food
IKEA furniture shopping | Ref:57c7439e | Amount: INR 37507.84,Shopping
Reliance Digital purchase | Ref:1ad8ccd5 | Amount: INR 39646.93,Shopping
Cafe coffee purchase at | Ref:a18c8bc9 | Amount: INR 14961.97,Food
SIP investment in mutual fund | Ref:b302e4af | Amount: INR 15942.91,Investment
PAYTM Transfer to family member UPI,Personal Transfer
PHONEPE Gaming purchase TRANSACTION,Entertainment
UPI Unknown bank transaction UPI,Other
GPAY Bharat Petroleum fuel purchase TRANSACTION,Petrol
BANK BigBasket grocery order,Groceries
PAYTM Monthly rent transfer,Rent
Groww ETF investment | Ref:95ea9ffc | Amount: INR 29991.94,Investment
BANK Bank credit received TRANSACTION,Income
ONLINE Netflix monthly payment UPI,Entertainment
Indian Oil petrol pump payment UPI,Petrol
PHONEPE Flat rent transfer PAYMENT,Rent
Dominos pizza order | Ref:785784c6 | Amount: INR 33497.26,Food
UPI Diesel filling payment PAYMENT,Petrol
Amazon online shopping | Ref:9ab1b416 | Amount: INR 40626.19,Shopping
UPI BigBasket grocery order ONLINE,Groceries
POS Misc expense payment UPI,Other
UPI Spotify subscription UPI,Entertainment
PAYTM Apollo Pharmacy payment PAYMENT,Medical
Bookstore study material,Studies
Reliance Digital purchase | Ref:63d6f2bf | Amount: INR 20000.31,Shopping
GPAY Mithran Super Stores purchase PAYMENT,Groceries
UPI Tuition class payment ONLINE,Studies
Petrol pump fuel payment | Ref:5bd7d7af | Amount: INR 3633.79,Petrol
Miscellaneous expense PURCHASE,Other
GPAY Disney Hotstar subscription ONLINE,Entertainment
Petrol pump fuel payment | Ref:f83f9788 | Amount: INR 38789.49,Petrol
UPI Clinic payment ONLINE,Medical
PAYTM Internet broadband bill,Bills
PAYTM Water bill payment PURCHASE,Bills
Myntra clothing order | Ref:ba2e3c56 | Amount: INR 32751.97,Shopping
PHONEPE Money received PURCHASE,Income
GPAY Salary credited,Salary
GPAY Personal UPI transfer ONLINE,Personal Transfer
Petrol pump fuel payment | Ref:6eebd6bc | Amount: INR 48675.84,Petrol
Bank credit received,Income
UPI Bank account credit received TRANSACTION,Income
ONLINE Diesel filling payment UPI,Petrol
ONLINE Hostel rent payment ONLINE,Rent
Fixed deposit investment | Ref:76867403 | Amount: INR 40759.58,Investment
Swiggy order payment | Ref:02ea60ae | Amount: INR 10390.01,Food
Bajaj Finserv EMI payment | Ref:cf632ee2 | Amount: INR 31280.29,EMI
BANK General purchase PAYMENT,Other
PHONEPE Meesho shopping payment PAYMENT,Shopping
GPAY Spotify subscription TRANSACTION,Entertainment
PAYTM Coursera course payment ONLINE,Studies
PHONEPE Unknown merchant payment,Other
Amazon online shopping | Ref:f6877a59 | Amount: INR 19440.82,Shopping
Bajaj Finserv EMI payment | Ref:df6b772e | Amount: INR 26147.88,EMI
PAYTM Doctor consultation fee ONLINE,Medical
PHONEPE Transfer to family member ONLINE,Personal Transfer
Fixed deposit investment | Ref:1d98a960 | Amount: INR 31013.14,Investment
Dominos pizza order | Ref:5fda8a6f | Amount: INR 32196.92,Food
PPF contribution | Ref:dfe389ac | Amount: INR 35225.68,Investment
GPAY Bookstore study material PAYMENT,Studies
BANK Commission received PURCHASE,Income
BANK Utility bill payment PAYMENT,Bills
SBI car loan EMI | Ref:72a37f5f | Amount: INR 28851.97,EMI
SBI car loan EMI | Ref:d0c84d28 | Amount: INR 21675.63,EMI
Unclassified transaction PURCHASE,Other
Ola cab fare | Ref:e1045646 | Amount: INR 17254.82,Transport
BANK Indian Oil petrol pump payment ONLINE,Petrol
PHONEPE Gas bill payment UPI,Bills
Reliance Digital purchase | Ref:74711cad | Amount: INR 23820.61,Shopping
POS Unknown merchant payment PAYMENT,Other
Zerodha stock purchase | Ref:39084b2a | Amount: INR 47455.62,Investment
PHONEPE Apollo Pharmacy payment PAYMENT,Medical
GPAY Bharat Petroleum fuel purchase PURCHASE,Petrol
Dominos pizza order | Ref:fc212142 | Amount: INR 6947.22,Food
Jio mobile recharge PURCHASE,Bills
POS Freelance payment received PURCHASE,Income
BANK Personal bank transfer PURCHASE,Personal Transfer
ONLINE Supermarket grocery purchase PAYMENT,Groceries
Personal loan EMI deduction | Ref:999f78cb | Amount: INR 18409.67,EMI
POS Loan EMI auto debit TRANSACTION,EMI
Myntra clothing order | Ref:dfeb085f | Amount: INR 26618.28,Shopping
POS Bank account credit received UPI,Income
RedBus bus ticket | Ref:b12e4258 | Amount: INR 6926.77,Transport
Unclassified transaction TRANSACTION,Other
PHONEPE Bank credit received PAYMENT,Income
PHONEPE Medicine purchase ONLINE,Medical
Petrol pump fuel payment | Ref:80cf472a | Amount: INR 48025.71,Petrol
Personal loan EMI deduction | Ref:799f219a | Amount: INR 27022.08,EMI
Restaurant dining at | Ref:53dff9fd | Amount: INR 38594.46,Food
BANK University tuition fee UPI,Studies
McDonald's meal payment | Ref:4598f65a | Amount: INR 18102.64,Food
Amazon online shopping | Ref:8fef0998 | Amount: INR 47012.84,Shopping
IKEA furniture shopping | Ref:170845b7 | Amount: INR 26847.18,Shopping
McDonald's meal payment | Ref:e101e3b7 | Amount: INR 49966.23,Food
BANK Payment to friend TRANSACTION,Personal Transfer
BANK Reliance Fresh supermarket payment PAYMENT,Groceries
BANK College fee payment ONLINE,Studies
ONLINE Monthly salary credit TRANSACTION,Salary
PAYTM General payment ONLINE,Other
BANK Exam fee payment PAYMENT,Studies
Petrol pump fuel payment | Ref:247c2212 | Amount: INR 33336.95,Petrol
PAYTM Commission received ONLINE,Income
ONLINE BookMyShow movie ticket,Entertainment
Money received PURCHASE,Income
Petrol pump fuel payment | Ref:90b75832 | Amount: INR 21639.33,Petrol
PHONEPE Hostel rent payment ONLINE,Rent
GPAY Gas bill payment PURCHASE,Bills
Dominos pizza order | Ref:9ff927d5 | Amount: INR 11721.42,Food
BANK Flat rent transfer TRANSACTION,Rent
IRCTC train ticket booking | Ref:ab6c12be | Amount: INR 10951.83,Transport
GPAY Miscellaneous expense TRANSACTION,Other
UPI Unclassified transaction,Other
UPI Mobile bill payment,Bills
BANK Coursera course payment,Studies
ONLINE Payment to friend TRANSACTION,Personal Transfer
ONLINE Rapido bike ride ONLINE,Transport
GPAY BigBasket grocery order UPI,Groceries
BANK Medical shop purchase TRANSACTION,Medical
PAYTM Mithran Super Stores purchase UPI,Groceries
PHONEPE Payroll credit ONLINE,Salary
UPI Electricity bill payment,Bills
IRCTC train ticket booking | Ref:02fc3fa2 | Amount: INR 7861.57,Transport
Petrol pump fuel payment | Ref:ff12adad | Amount: INR 2834.07,Petrol
GPAY Mithran Super Stores purchase PURCHASE,Groceries
UPI DMart grocery purchase PURCHASE,Groceries
PAYTM Utility bill payment PAYMENT,Bills
HDFC home loan EMI | Ref:55feb755 | Amount: INR 33564.66,EMI
PAYTM Incoming bank credit PAYMENT,Income
Medicine purchase PURCHASE,Medical
GPAY Monthly salary credit PURCHASE,Salary
Prime Video subscription TRANSACTION,Entertainment
BANK Office salary received PURCHASE,Salary
BANK UPI transfer to friend,Personal Transfer
Amazon online shopping | Ref:3f740d09 | Amount: INR 9008.25,Shopping
UPI PG rent payment,Rent
Zerodha stock purchase | Ref:73cd1bd4 | Amount: INR 30091.46,Investment
Prime Video subscription TRANSACTION,Entertainment
UPI Water bill payment TRANSACTION,Bills
Swiggy order payment | Ref:1d5d1aaf | Amount: INR 30878.28,Food
IndiGo flight ticket | Ref:c5970de6 | Amount: INR 43714.24,Transport
BANK Mithran Super Stores purchase PURCHASE,Groceries
ONLINE DMart grocery purchase UPI,Groceries
POS Salary credited PAYMENT,Salary
Provision store payment PURCHASE,Groceries
POS Unknown merchant payment PAYMENT,Other
Swiggy order payment | Ref:3482d91c | Amount: INR 232.31,Food
UPI General purchase PAYMENT,Other
ONLINE McDonalds UPI payment PURCHASE,Food
PAYTM Jio mobile recharge,Bills
Personal loan EMI deduction | Ref:f2f25218 | Amount: INR 24213.64,EMI
ONLINE Doctor consultation fee PURCHASE,Medical
UPI Clinic payment ONLINE,Medical
Fixed deposit investment | Ref:a3d0c443 | Amount: INR 45906.2,Investment
POS Education institute UPI payment PURCHASE,Studies
Groww ETF investment | Ref:2f8e4236 | Amount: INR 5209.19,Investment
Uber ride payment | Ref:de3e8125 | Amount: INR 7623.66,Transport
ONLINE BigBasket grocery order UPI,Groceries
PHONEPE Netflix monthly payment UPI,Entertainment
BANK Payment received ONLINE,Income
IKEA furniture shopping | Ref:3a450697 | Amount: INR 18777.62,Shopping
PAYTM Landlord rent payment ONLINE,Rent
GPAY BigBasket grocery order UPI,Groceries
UPI Blinkit grocery payment PURCHASE,Groceries
PHONEPE Institute fee payment PAYMENT,Studies
PPF contribution | Ref:ee5bf86d | Amount: INR 42441.18,Investment
RedBus bus ticket | Ref:04f0d6f3 | Amount: INR 23161.39,Transport
UPI Tuition class payment ONLINE,Studies
UPI Payment to friend PURCHASE,Personal Transfer
Water bill payment UPI,Bills
Clinic payment TRANSACTION,Medical
BANK Exam fee payment PAYMENT,Studies
PHONEPE Diagnostic lab payment,Medical
Groww ETF investment | Ref:6a64b994 | Amount: INR 41753.8,Investment
HDFC home loan EMI | Ref:7caf4205 | Amount: INR 37761.35,EMI
Gaming purchase,Entertainment
ONLINE Monthly wages credited,Salary
UPI UPI payment to Ravi ONLINE,Personal Transfer
UPI Salary credited UPI,Salary
Personal loan EMI deduction | Ref:05c0a138 | Amount: INR 25588.01,EMI
PAYTM Freelance payment received ONLINE,Income
HDFC home loan EMI | Ref:6c37fd12 | Amount: INR 7800.53,EMI
POS SIP auto debit investment TRANSACTION,Investment
Coaching institute UPI UPI,Studies
SBI car loan EMI | Ref:fc98d97d | Amount: INR 14058.11,EMI
Petrol pump fuel payment | Ref:5e6fadaf | Amount: INR 16286.22,Petrol
GPAY Personal UPI transfer PURCHASE,Personal Transfer
PHONEPE PG rent payment PAYMENT,Rent
PAYTM General income credit,Income
ONLINE University tuition fee ONLINE,Studies
IndiGo flight ticket | Ref:12bf9a56 | Amount: INR 39678.24,Transport
Petrol pump fuel payment | Ref:4314c7e6 | Amount: INR 13967.92,Petrol
GPAY Room rent August,Rent
PHONEPE Mobile bill payment TRANSACTION,Bills
Petrol pump fuel payment | Ref:3aaeccaa | Amount: INR 42332.93,Petrol
Petrol pump fuel payment | Ref:725c1a8a | Amount: INR 17214.55,Petrol
SBI car loan EMI | Ref:373ce5c2 | Amount: INR 7708.6,EMI
Groww ETF investment | Ref:b9bca0fa | Amount: INR 27964.9,Investment
Ola cab fare | Ref:38dcd97e | Amount: INR 49062.25,Transport
ONLINE Bookstore study material ONLINE,Studies
UPI Doctor consultation fee ONLINE,Medical
Swiggy order payment | Ref:0927cd70 | Amount: INR 7040.19,Food
BANK Netflix monthly payment TRANSACTION,Entertainment
PHONEPE Miscellaneous expense TRANSACTION,Other
Petrol pump fuel payment | Ref:3108a8d9 | Amount: INR 12222.37,Petrol
POS UPI transfer to friend UPI,Personal Transfer
POS IOCL fuel station UPI UPI,Petrol
PAYTM Monthly wages credited ONLINE,Salary
POS PG rent payment TRANSACTION,Rent
PHONEPE Reliance Fresh supermarket payment UPI,Groceries
Zerodha stock purchase | Ref:6984093f | Amount: INR 36703.08,Investment
PHONEPE General income credit,Income
IndiGo flight ticket | Ref:5617d16a | Amount: INR 495.22,Transport
ONLINE Education institute UPI payment PAYMENT,Studies
Disney Hotstar subscription,Entertainment
PAYTM Money sent to Deepak PAYMENT,Personal Transfer
PAYTM General payment TRANSACTION,Other
PAYTM Money sent to Deepak PAYMENT,Personal Transfer
PHONEPE Payroll credit,Salary
ONLINE BPCL petrol station transaction TRANSACTION,Petrol
PHONEPE Petrol bunk UPI payment PAYMENT,Petrol
Petrol pump fuel payment | Ref:5e8f8346 | Amount: INR 37775.5,Petrol
GPAY Udemy course purchase UPI,Studies
POS Reliance Fresh supermarket payment PURCHASE,Groceries
UPI Gas bill payment TRANSACTION,Bills
Bajaj Finserv EMI payment | Ref:fbbd16d3 | Amount: INR 48156.12,EMI
SBI car loan EMI | Ref:e8d73067 | Amount: INR 13622.17,EMI
UPI Udemy course purchase UPI,Studies
GPAY Reliance Fresh supermarket payment TRANSACTION,Groceries
PAYTM Misc expense payment PURCHASE,Other
POS Tuition class payment UPI,Studies
UPI Personal UPI transfer ONLINE,Personal Transfer
POS College fee payment PAYMENT,Studies
Hospital bill payment,Medical
Credit card EMI installment | Ref:7e4775d2 | Amount: INR 25136.35,EMI
UPI Room rent August PURCHASE,Rent
UPI payment to Ravi,Personal Transfer
Apollo Pharmacy payment PAYMENT,Medical
Zomato dinner bill | Ref:6dfad75d | Amount: INR 19757.57,Food
UPI Medical shop purchase PAYMENT,Medical
UPI Doctor consultation fee UPI,Medical
SIP investment in mutual fund | Ref:d569b41c | Amount: INR 29615.54,Investment
McDonald's meal payment | Ref:daf134bc | Amount: INR 610.03,Food
UPI Apollo Pharmacy payment,Medical
Airtel recharge PAYMENT,Bills
POS Unclassified transaction PAYMENT,Other
Miscellaneous expense PURCHASE,Other
PHONEPE Money sent to Deepak PURCHASE,Personal Transfer
PHONEPE Money transfer to person TRANSACTION,Personal Transfer
PHONEPE Provision store payment PURCHASE,Groceries
BANK General income credit PURCHASE,Income
Flat rent transfer PAYMENT,Rent
HDFC home loan EMI | Ref:49f27fc5 | Amount: INR 39200.89,EMI
BANK Provision store payment PURCHASE,Groceries
PAYTM Office salary received TRANSACTION,Salary
BANK Bank account credit received PAYMENT,Income
Grocery purchase at Big Bazaar | Ref:626a252c | Amount: INR 16040.96,Food
UPI Car loan EMI payment ONLINE,EMI
ONLINE Water bill payment UPI,Bills
PAYTM Jio mobile recharge,Bills
Zerodha stock purchase | Ref:e26ece6a | Amount: INR 34995.75,Investment
Miscellaneous expense PAYMENT,Other
ONLINE Mithran Super Stores purchase,Groceries
UPI Disney Hotstar subscription TRANSACTION,Entertainment
UPI Netflix monthly payment UPI,Entertainment
GPAY Tuition class payment PAYMENT,Studies
Zomato dinner bill | Ref:c33e4a38 | Amount: INR 16460.27,Food
UPI Misc expense payment,Other
Bonus credited ONLINE,Income
Blinkit grocery payment PURCHASE,Groceries
GPAY Salary credited,Salary
MakeMyTrip hotel booking | Ref:2513ec4c | Amount: INR 3207.69,Transport
BANK Gaming purchase ONLINE,Entertainment
UPI Supermarket grocery purchase PURCHASE,Groceries
Petrol pump fuel payment | Ref:1353a0af | Amount: INR 40117.95,Petrol
PAYTM Room rent August ONLINE,Rent
GPAY Hospital bill payment PAYMENT,Medical
BANK Zepto grocery delivery ONLINE,Groceries
UPI Payroll credit ONLINE,Salary
BANK Monthly salary credit ONLINE,Salary
PHONEPE Cash deposit credit PAYMENT,Income
BANK Metro travel card payment TRANSACTION,Transport
Mithran Super Stores purchase PURCHASE,Groceries
PHONEPE Mithran Super Stores purchase,Groceries
UPI Miscellaneous expense UPI,Other
ONLINE Theatre ticket payment PAYMENT,Entertainment
PHONEPE Reliance Fresh supermarket payment PAYMENT,Groceries
